time,linear_accel_x,linear_accel_y,linear_accel_z,angular_vel_x,angular_vel_y,angular_vel_z
0.0120298,0,0,0,0,0,0
0.0220257,0,0,0,0,0,0
0.0320261,0,0,0,0,0,0
0.0420268,0,0,0,0,0,0
0.0520248,0,0,0,0,0,0
0.0620288,0,0,0,0,0,0
0.0720278,0,0,0,0,0,0
0.0820263,0,0,0,0,0,0
0.0920262,0,0,0,0,0,0
0.102022,0,0,0,0,0,0
0.112022,0,0,0,0,0,0
0.122026,0,0,0,0,0,0
0.132022,0,0,0,0,0,0
0.142026,0,0,0,0,0,0
0.152027,0,0,0,0,0,0
0.162031,0,0,0,0,0,0
0.172023,0,0,0,0,0,0
0.182028,0,0,0,0,0,0
0.192033,0,0,0,0,0,0
0.20202,0,0,0,0,0,0
0.212031,0,0,0,0,0,0
0.222031,0,0,0,0,0,0
0.232024,0,0,0,0,0,0
0.242026,0,0,0,0,0,0
0.252026,0,0,0,0,0,0
0.262021,0,0,0,0,0,0
0.272031,0,0,0,0,0,0
0.282032,0,0,0,0,0,0
0.292024,0,0,0,0,0,0
0.302021,0,0,0,0,0,0
0.31203,0,0,0,0,0,0
0.322024,0,0,0,0,0,0
0.332025,0,0,0,0,0,0
0.342027,0,0,0,0,0,0
0.352024,0,0,0,0,0,0
0.362026,0,0,0,0,0,0
0.372024,0,0,0,0,0,0
0.382025,0,0,0,0,0,0
0.392022,0,0,0,0,0,0
0.402027,0,0,0,0,0,0
0.412019,0,0,0,0,0,0
0.422023,0,0,0,0,0,0
0.43202,0,0,0,0,0,0
0.442024,0,0,0,0,0,0
0.452042,0,0,0,0,0,0
0.462026,0,0,0,0,0,0
0.472025,0,0,0,0,0,0
0.482025,0,0,0,0,0,0
0.492032,0,0,0,0,0,0
0.50203,0,0,0,0,0,0
0.512026,0,0,0,0,0,0
0.522045,0,0,0,0,0,0
0.532027,0,0,0,0,0,0
0.54203,0,0,0,0,0,0
0.552042,0,0,0,0,0,0
0.562031,0,0,0,0,0,0
0.572024,0,0,0,0,0,0
0.58203,0,0,0,0,0,0
