time,linear_accel_x,linear_accel_y,linear_accel_z,angular_vel_x,angular_vel_y,angular_vel_z
0.0125274,0,0,0,0,0,0
0.0225264,0,0,0,0,0,0
0.0325366,0,0,0,0,0,0
0.0425318,0,0,0,0,0,0
0.0525322,0,0,0,0,0,0
0.0625282,0,0,0,0,0,0
0.0725515,0,0,0,0,0,0
0.0825313,0,0,0,0,0,0
0.0925489,0,0,0,0,0,0
0.102529,0,0,0,0,0,0
0.112534,0,0,0,0,0,0
0.122526,0,0,0,0,0,0
0.132533,0,0,0,0,0,0
0.142561,0,0,0,0,0,0
0.152537,0,0,0,0,0,0
0.162537,0,0,0,0,0,0
0.17253,0,0,0,0,0,0
0.182535,0,0,0,0,0,0
0.193199,0,0,0,0,0,0
0.202533,0,0,0,0,0,0
0.212533,0,0,0,0,0,0
0.222536,0,0,0,0,0,0
0.23254,0,0,0,0,0,0
0.242532,0,0,0,0,0,0
0.252551,0,0,0,0,0,0
0.262541,0,0,0,0,0,0
0.272538,0,0,0,0,0,0
0.282542,0,0,0,0,0,0
0.292533,0,0,0,0,0,0
0.303019,0,0,0,0,0,0
0.31253,0,0,0,0,0,0
0.322595,0,0,0,0,0,0
0.332535,0,0,0,0,0,0
0.342536,0,0,0,0,0,0
0.352547,0,0,0,0,0,0
0.36253,0,0,0,0,0,0
0.372527,0,0,0,0,0,0
0.382538,0,0,0,0,0,0
0.39255,0,0,0,0,0,0
0.402523,0,0,0,0,0,0
0.412532,0,0,0,0,0,0
0.422562,0,0,0,0,0,0
0.432542,0,0,0,0,0,0
0.442533,0,0,0,0,0,0
0.452532,0,0,0,0,0,0
0.46257,0,0,0,0,0,0
0.472531,0,0,0,0,0,0
0.48253,0,0,0,0,0,0
0.492526,0,0,0,0,0,0
0.502596,0,0,0,0,0,0
0.512535,0,0,0,0,0,0
0.522539,0,0,0,0,0,0
0.532536,0,0,0,0,0,0
0.542536,0,0,0,0,0,0
0.552532,0,0,0,0,0,0
0.562528,0,0,0,0,0,0
0.572547,0,0,0,0,0,0
0.582538,0,0,0,0,0,0
0.592533,0,0,0,0,0,0
0.602538,0,0,0,0,0,0
0.612549,0,0,0,0,0,0
0.622538,0,0,0,0,0,0
0.632581,0,0,0,0,0,0
0.642544,0,0,0,0,0,0
0.652531,0,0,0,0,0,0
0.662527,0,0,0,0,0,0
0.672531,0,0,0,0,0,0
0.682537,0,0,0,0,0,0
0.692534,0,0,0,0,0,0
0.702529,0,0,0,0,0,0
0.712541,0,0,0,0,0,0
0.722534,0,0,0,0,0,0
0.732538,0,0,0,0,0,0
0.74255,0,0,0,0,0,0
0.752544,0,0,0,0,0,0
0.762541,0,0,0,0,0,0
0.772537,0,0,0,0,0,0
0.782538,0,0,0,0,0,0
0.792536,0,0,0,0,0,0
0.802527,0,0,0,0,0,0
0.812526,0,0,0,0,0,0
0.822544,0,0,0,0,0,0
0.832536,0,0,0,0,0,0
0.842534,0,0,0,0,0,0
0.852559,0,0,0,0,0,0
0.862542,0,0,0,0,0,0
0.872532,0,0,0,0,0,0
0.882532,0,0,0,0,0,0
0.892555,0,0,0,0,0,0
0.902553,0,0,0,0,0,0
0.912531,0,0,0,0,0,0
0.922527,0,0,0,0,0,0
0.932539,0,0,0,0,0,0
0.942535,0,0,0,0,0,0
0.952534,0,0,0,0,0,0
0.962582,0,0,0,0,0,0
0.972529,0,0,0,0,0,0
0.982535,0,0,0,0,0,0
0.992539,0,0,0,0,0,0
1.00258,0,0,0,0,0,0
1.01254,0,0,0,0,0,0
1.02253,0,0,0,0,0,0
1.03254,0,0,0,0,0,0
1.04253,0,0,0,0,0,0
1.05253,0,0,0,0,0,0
1.06254,0,0,0,0,0,0
1.07253,0,0,0,0,0,0
