time,linear_accel_x,linear_accel_y,linear_accel_z,angular_vel_x,angular_vel_y,angular_vel_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0
0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.14,0.0,0.0,0.0,0.0,0.0,0.0
0.16,0.0,0.0,0.0,0.0,0.0,0.0
0.18,0.0,0.0,0.0,0.0,0.0,0.0
0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
0.21999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
0.23999999999999996,0.0,0.0,0.0,0.0,0.0,0.0
0.25999999999999995,0.0,0.0,0.0,0.0,0.0,0.0
0.27999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.32,0.0,0.0,0.0,0.0,0.0,0.0
0.34,0.0,0.0,0.0,0.0,0.0,0.0
0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.38000000000000006,0.0,0.0,0.0,0.0,0.0,0.0
0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.4200000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.4400000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.46000000000000013,0.0,0.0,0.0,0.0,0.0,0.0
0.48000000000000015,0.0,0.0,0.0,0.0,0.0,0.0
0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.5200000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.5400000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.5600000000000002,0.0,0.0,0.0,0.0,0.0,0.0
0.5800000000000002,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
0.6200000000000002,0.0,0.0,0.0,0.0,0.0,0.0
0.6400000000000002,0.0,0.0,0.0,0.0,0.0,0.0
0.6600000000000003,0.0,0.0,0.0,0.0,0.0,0.0
0.6800000000000003,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000003,0.0,0.0,0.0,0.0,0.0,0.0
0.7200000000000003,0.0,0.0,0.0,0.0,0.0,0.0
0.7400000000000003,0.0,0.0,0.0,0.0,0.0,0.0
0.7600000000000003,0.0,0.0,0.0,0.0,0.0,0.0
0.7800000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.8000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.8200000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.8400000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.8600000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.8800000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.9000000000000005,0.0,0.0,0.0,0.0,0.0,0.0
0.9200000000000005,0.0,0.0,0.0,0.0,0.0,0.0
0.9400000000000005,0.0,0.0,0.0,0.0,0.0,0.0
0.9600000000000005,0.0,0.0,0.0,0.0,0.0,0.0
0.9800000000000005,0.0,0.0,0.0,0.0,0.0,0.0
1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
1.0200000000000005,0.0,0.0,0.0,0.0,0.0,0.0
1.0400000000000005,0.0,0.0,0.0,0.0,0.0,0.0
1.0600000000000005,0.0,0.0,0.0,0.0,0.0,0.0
1.0800000000000005,0.0,0.0,0.0,0.0,0.0,0.0
1.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0
1.1200000000000006,0.0,0.0,0.0,0.0,0.0,0.0
1.1400000000000006,0.0,0.0,0.0,0.0,0.0,0.0
1.1600000000000006,0.0,0.0,0.0,0.0,0.0,0.0
1.1800000000000006,0.0,0.0,0.0,0.0,0.0,0.0
1.2000000000000006,0.0,0.0,0.0,0.0,0.0,0.0
1.2200000000000006,0.0,0.0,0.0,0.0,0.0,0.0
1.2400000000000007,0.0,0.0,0.0,0.0,0.0,0.0
1.2600000000000007,0.0,0.0,0.0,0.0,0.0,0.0
1.2800000000000007,0.0,0.0,0.0,0.0,0.0,0.0
1.3000000000000007,0.0,0.0,0.0,0.0,0.0,0.0
1.3200000000000007,0.0,0.0,0.0,0.0,0.0,0.0
1.3400000000000007,0.0,0.0,0.0,0.0,0.0,0.0
1.3600000000000008,0.0,0.0,0.0,0.0,0.0,0.0
1.3800000000000008,0.0,0.0,0.0,0.0,0.0,0.0
1.4000000000000008,0.0,0.0,0.0,0.0,0.0,0.0
1.4200000000000008,0.0,0.0,0.0,0.0,0.0,0.0
1.4400000000000008,0.0,0.0,0.0,0.0,0.0,0.0
1.4600000000000009,0.0,0.0,0.0,0.0,0.0,0.0
1.4800000000000009,0.0,0.0,0.0,0.0,0.0,0.0
1.5000000000000009,0.0,0.0,0.0,0.0,0.0,0.0
1.520000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1.540000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1.560000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1.580000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1.620000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1.640000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1.660000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1.680000000000001,0.0,0.0,0.0,0.0,0.0,0.0
