time,linear_x,linear_y,linear_z,angular_z
0.031228,0.000000,0.000000,0.000000,0.000000
0.041228,0.000000,0.000000,0.000000,0.000000
0.051228,0.000000,0.000000,0.000000,0.000000
0.061228,0.000000,0.000000,0.000000,0.000000
0.071228,0.000000,0.000000,0.000000,0.000000
0.081228,0.000000,0.000000,0.000000,0.000000
0.091228,0.000000,0.000000,0.000000,0.000000
0.101228,0.000000,0.000000,0.000000,0.000000
0.111228,0.000000,0.000000,0.000000,0.000000
0.121228,0.000000,0.000000,0.000000,0.000000
0.131228,0.000000,0.000000,0.000000,0.000000
0.141228,0.000000,0.000000,0.000000,0.000000
0.151228,0.000000,0.000000,0.000000,0.000000
0.161228,0.000000,0.000000,0.000000,0.000000
0.171228,0.000000,0.000000,0.000000,0.000000
0.181228,0.000000,0.000000,0.000000,0.000000
0.191228,0.000000,0.000000,0.000000,0.000000
0.201228,0.000000,0.000000,0.000000,0.000000
0.211228,0.000000,0.000000,0.000000,0.000000
0.221228,0.000000,0.000000,0.000000,0.000000
0.231228,0.000000,0.000000,0.000000,0.000000
0.241228,0.000000,0.000000,0.000000,0.000000
0.251228,0.000000,0.000000,0.000000,0.000000
0.261228,0.000000,0.000000,0.000000,0.000000
0.271228,0.000000,0.000000,0.000000,0.000000
0.281228,0.000000,0.000000,0.000000,0.000000
0.291228,0.000000,0.000000,0.000000,0.000000
0.301228,0.000000,0.000000,0.000000,0.000000
0.311228,0.000000,0.000000,0.000000,0.000000
0.321228,0.000000,0.000000,0.000000,0.000000
0.331228,0.000000,0.000000,0.000000,0.000000
0.341228,0.000000,0.000000,0.000000,0.000000
0.351228,0.000000,0.000000,0.000000,0.000000
0.361228,0.000000,0.000000,0.000000,0.000000
0.371228,0.000000,0.000000,0.000000,0.000000
0.381228,0.000000,0.000000,0.000000,0.000000
0.391228,0.000000,0.000000,0.000000,0.000000
0.401228,0.000000,0.000000,0.000000,0.000000
0.411228,0.000000,0.000000,0.000000,0.000000
0.421228,0.000000,0.000000,0.000000,0.000000
0.431228,0.000000,0.000000,0.000000,0.000000
0.441228,0.000000,0.000000,0.000000,0.000000
0.451228,0.000000,0.000000,0.000000,0.000000
0.461228,0.000000,0.000000,0.000000,0.000000
0.471228,0.000000,0.000000,0.000000,0.000000
0.481228,0.000000,0.000000,0.000000,0.000000
0.491228,0.000000,0.000000,0.000000,0.000000
0.501228,0.000000,0.000000,0.000000,0.000000
0.511228,0.000000,0.000000,0.000000,0.000000
0.521228,0.000000,0.000000,0.000000,0.000000
0.531228,0.000000,0.000000,0.000000,0.000000
0.541228,0.000000,0.000000,0.000000,0.000000
0.551228,0.000000,0.000000,0.000000,0.000000
0.561228,0.000000,0.000000,0.000000,0.000000
0.571228,0.000000,0.000000,0.000000,0.000000
0.581228,0.000000,0.000000,0.000000,0.000000
0.591228,0.000000,0.000000,0.000000,0.000000
0.601228,0.000000,0.000000,0.000000,0.000000
0.611228,0.000000,0.000000,0.000000,0.000000
0.621228,0.000000,0.000000,0.000000,0.000000
0.631228,0.000000,0.000000,0.000000,0.000000
0.641228,0.000000,0.000000,0.000000,0.000000
0.651228,0.000000,0.000000,0.000000,0.000000
0.661228,0.000000,0.000000,0.000000,0.000000
0.671228,0.000000,0.000000,0.000000,0.000000
0.681228,0.000000,0.000000,0.000000,0.000000
0.691228,0.000000,0.000000,0.000000,0.000000
0.701228,0.000000,0.000000,0.000000,0.000000
0.711228,0.000000,0.000000,0.000000,0.000000
0.721228,0.000000,0.000000,0.000000,0.000000
0.731228,0.000000,0.000000,0.000000,0.000000
0.741228,0.000000,0.000000,0.000000,0.000000
0.751228,0.000000,0.000000,0.000000,0.000000
0.761228,0.000000,0.000000,0.000000,0.000000
0.771228,0.000000,0.000000,0.000000,0.000000
0.781228,0.000000,0.000000,0.000000,0.000000
0.791228,0.000000,0.000000,0.000000,0.000000
0.801228,0.000000,0.000000,0.000000,0.000000
0.811228,0.000000,0.000000,0.000000,0.000000
0.821228,0.000000,0.000000,0.000000,0.000000
0.831228,0.000000,0.000000,0.000000,0.000000
0.841228,0.000000,0.000000,0.000000,0.000000
0.851228,0.000000,0.000000,0.000000,0.000000
