time,x,y,z,alpha
0.821915,0.000000,0.000000,0.000000,0.000000
0.831915,0.000000,0.000000,0.000000,0.000000
0.841915,0.000000,0.000000,0.000000,0.000000
0.851915,0.000000,0.000000,0.000000,0.000000
0.861915,0.000000,0.000000,0.000000,0.000000
0.871915,0.000000,0.000000,0.000000,0.000000
0.881915,0.000000,0.000000,0.000000,0.000000
0.891915,0.000000,0.000000,0.000000,0.000000
0.901915,0.000000,0.000000,0.000000,0.000000
0.911915,0.000000,0.000000,0.000000,0.000000
0.921915,0.000000,0.000000,0.000000,0.000000
0.931915,0.000000,0.000000,0.000000,0.000000
0.941915,0.000000,0.000000,0.000000,0.000000
0.951915,0.000000,0.000000,0.000000,0.000000
0.961915,0.000000,0.000000,0.000000,0.000000
0.971915,0.000000,0.000000,0.000000,0.000000
0.981915,0.000000,0.000000,0.000000,0.000000
0.991915,0.000000,0.000000,0.000000,0.000000
1.001915,0.000000,0.000000,0.000000,0.000000
1.011915,0.000000,0.000000,0.000000,0.000000
1.021915,0.000000,0.000000,0.000000,0.000000
1.031915,0.000000,0.000000,0.000000,0.000000
1.041915,0.000000,0.000000,0.000000,0.000000
1.051915,0.000000,0.000000,0.000000,0.000000
1.061915,0.000000,0.000000,0.000000,0.000000
1.071915,0.000000,0.000000,0.000000,0.000000
1.081915,0.000000,0.000000,0.000000,0.000000
1.091915,0.000000,0.000000,0.000000,0.000000
1.101915,0.000000,0.000000,0.000000,0.000000
1.111915,0.000000,0.000000,0.000000,0.000000
1.121915,0.000000,0.000000,0.000000,0.000000
1.131915,0.000000,0.000000,0.000000,0.000000
1.141915,0.000000,0.000000,0.000000,0.000000
1.151915,0.000000,0.000000,0.000000,0.000000
1.161915,0.000000,0.000000,0.000000,0.000000
1.171915,0.000000,0.000000,0.000000,0.000000
1.181915,0.000000,0.000000,0.000000,0.000000
1.191915,0.000000,0.000000,0.000000,0.000000
1.201915,0.000000,0.000000,0.000000,0.000000
1.211915,0.000000,0.000000,0.000000,0.000000
1.221915,0.000000,0.000000,0.000000,0.000000
1.231915,0.000000,0.000000,0.000000,0.000000
1.241915,0.000000,0.000000,0.000000,0.000000
1.251915,0.000000,0.000000,0.000000,0.000000
1.261915,0.000000,0.000000,0.000000,0.000000
1.271915,0.000000,0.000000,0.000000,0.000000
