time,linear_x,linear_y,linear_z,angular_z
0.811969,0.000000,0.000000,0.000000,0.000000
0.821969,0.000000,0.000000,0.000000,0.000000
0.831969,0.000000,0.000000,0.000000,0.000000
0.841969,0.000000,0.000000,0.000000,0.000000
0.851969,0.000000,0.000000,0.000000,0.000000
0.861969,0.000000,0.000000,0.000000,0.000000
0.871969,0.000000,0.000000,0.000000,0.000000
0.881969,0.000000,0.000000,0.000000,0.000000
0.891969,0.000000,0.000000,0.000000,0.000000
0.901969,0.000000,0.000000,0.000000,0.000000
0.911969,0.000000,0.000000,0.000000,0.000000
0.921969,0.000000,0.000000,0.000000,0.000000
0.931969,0.000000,0.000000,0.000000,0.000000
0.941969,0.000000,0.000000,0.000000,0.000000
0.951969,0.000000,0.000000,0.000000,0.000000
0.961969,0.000000,0.000000,0.000000,0.000000
0.971969,0.000000,0.000000,0.000000,0.000000
0.981969,0.000000,0.000000,0.000000,0.000000
0.991969,0.000000,0.000000,0.000000,0.000000
1.001969,0.000000,0.000000,0.000000,0.000000
1.011969,0.000000,0.000000,0.000000,0.000000
1.021969,0.000000,0.000000,0.000000,0.000000
1.031969,0.000000,0.000000,0.000000,0.000000
1.041969,0.000000,0.000000,0.000000,0.000000
1.051969,0.000000,0.000000,0.000000,0.000000
1.061969,0.000000,0.000000,0.000000,0.000000
1.071969,0.000000,0.000000,0.000000,0.000000
1.081969,0.000000,0.000000,0.000000,0.000000
1.091969,0.000000,0.000000,0.000000,0.000000
1.101969,0.000000,0.000000,0.000000,0.000000
1.111969,0.000000,0.000000,0.000000,0.000000
1.121969,0.000000,0.000000,0.000000,0.000000
1.131969,0.000000,0.000000,0.000000,0.000000
1.141969,0.000000,0.000000,0.000000,0.000000
1.151969,0.000000,0.000000,0.000000,0.000000
1.161969,0.000000,0.000000,0.000000,0.000000
1.171969,0.000000,0.000000,0.000000,0.000000
1.181969,0.000000,0.000000,0.000000,0.000000
1.191969,0.000000,0.000000,0.000000,0.000000
1.201969,0.000000,0.000000,0.000000,0.000000
1.211969,0.000000,0.000000,0.000000,0.000000
1.221969,0.000000,0.000000,0.000000,0.000000
1.231969,0.000000,0.000000,0.000000,0.000000
1.241969,0.000000,0.000000,0.000000,0.000000
1.251969,0.000000,0.000000,0.000000,0.000000
1.261969,0.000000,0.000000,0.000000,0.000000
1.271969,0.000000,0.000000,0.000000,0.000000
1.281969,0.000000,0.000000,0.000000,0.000000
1.291969,0.000000,0.000000,0.000000,0.000000
1.301969,0.000000,0.000000,0.000000,0.000000
1.311969,0.000000,0.000000,0.000000,0.000000
1.321969,0.000000,0.000000,0.000000,0.000000
1.331969,0.000000,0.000000,0.000000,0.000000
1.341969,0.000000,0.000000,0.000000,0.000000
1.351969,0.000000,0.000000,0.000000,0.000000
1.361969,0.000000,0.000000,0.000000,0.000000
1.371969,0.000000,0.000000,0.000000,0.000000
1.381969,0.000000,0.000000,0.000000,0.000000
1.391969,0.000000,0.000000,0.000000,0.000000
1.401969,0.000000,0.000000,0.000000,0.000000
1.411969,0.000000,0.000000,0.000000,0.000000
1.421969,0.000000,0.000000,0.000000,0.000000
1.431969,0.000000,0.000000,0.000000,0.000000
1.441969,0.000000,0.000000,0.000000,0.000000
1.451969,0.000000,0.000000,0.000000,0.000000
1.461969,0.000000,0.000000,0.000000,0.000000
1.471969,0.000000,0.000000,0.000000,0.000000
1.481969,0.000000,0.000000,0.000000,0.000000
1.491969,0.000000,0.000000,0.000000,0.000000
1.501969,0.000000,0.000000,0.000000,0.000000
1.511969,0.000000,0.000000,0.000000,0.000000
1.521969,0.000000,0.000000,0.000000,0.000000
1.531969,0.000000,0.000000,0.000000,0.000000
1.541969,0.000000,0.000000,0.000000,0.000000
1.551969,0.000000,0.000000,0.000000,0.000000
1.561969,0.000000,0.000000,0.000000,0.000000
1.571969,0.000000,0.000000,0.000000,0.000000
1.581969,0.000000,0.000000,0.000000,0.000000
1.591969,0.000000,0.000000,0.000000,0.000000
1.601969,0.000000,0.000000,0.000000,0.000000
1.611969,0.000000,0.000000,0.000000,0.000000
1.621969,0.000000,0.000000,0.000000,0.000000
1.631969,0.000000,0.000000,0.000000,0.000000
1.641969,0.000000,0.000000,0.000000,0.000000
1.651969,0.000000,0.000000,0.000000,0.000000
1.661969,0.000000,0.000000,0.000000,0.000000
1.671969,0.000000,0.000000,0.000000,0.000000
1.681969,0.000000,0.000000,0.000000,0.000000
1.691969,0.000000,0.000000,0.000000,0.000000
1.701969,0.000000,0.000000,0.000000,0.000000
1.711969,0.000000,0.000000,0.000000,0.000000
1.721969,0.000000,0.000000,0.000000,0.000000
1.731969,0.000000,0.000000,0.000000,0.000000
1.741969,0.000000,0.000000,0.000000,0.000000
1.751969,0.000000,0.000000,0.000000,0.000000
1.761969,0.000000,0.000000,0.000000,0.000000
1.771969,0.000000,0.000000,0.000000,0.000000
1.781969,0.000000,0.000000,0.000000,0.000000
1.791969,0.000000,0.000000,0.000000,0.000000
1.801969,0.000000,0.000000,0.000000,0.000000
1.811969,0.000000,0.000000,0.000000,0.000000
1.821969,0.000000,0.000000,0.000000,0.000000
1.831969,0.000000,0.000000,0.000000,0.000000
1.841969,0.000000,0.000000,0.000000,0.000000
1.851969,0.000000,0.000000,0.000000,0.000000
1.861969,0.000000,0.000000,0.000000,0.000000
1.871969,0.000000,0.000000,0.000000,0.000000
1.881969,0.000000,0.000000,0.000000,0.000000
1.891969,0.000000,0.000000,0.000000,0.000000
1.901969,0.000000,0.000000,0.000000,0.000000
1.911969,0.000000,0.000000,0.000000,0.000000
1.921969,0.000000,0.000000,0.000000,0.000000
1.931969,0.000000,0.000000,0.000000,0.000000
1.941969,0.000000,0.000000,0.000000,0.000000
1.951969,0.000000,0.000000,0.000000,0.000000
1.961969,0.000000,0.000000,0.000000,0.000000
1.971969,0.000000,0.000000,0.000000,0.000000
1.981969,0.000000,0.000000,0.000000,0.000000
1.991969,0.000000,0.000000,0.000000,0.000000
2.001969,0.000000,0.000000,0.000000,0.000000
2.011969,0.000000,0.000000,0.000000,0.000000
2.021969,0.000000,0.000000,0.000000,0.000000
2.031969,0.000000,0.000000,0.000000,0.000000
2.041969,0.000000,0.000000,0.000000,0.000000
2.051969,0.000000,0.000000,0.000000,0.000000
2.061969,0.000000,0.000000,0.000000,0.000000
2.071969,0.000000,0.000000,0.000000,0.000000
2.081969,0.000000,0.000000,0.000000,0.000000
2.091969,0.000000,0.000000,0.000000,0.000000
2.101969,0.000000,0.000000,0.000000,0.000000
2.111969,0.000000,0.000000,0.000000,0.000000
2.121969,0.000000,0.000000,0.000000,0.000000
2.131969,0.000000,0.000000,0.000000,0.000000
2.141969,0.000000,0.000000,0.000000,0.000000
2.151969,0.000000,0.000000,0.000000,0.000000
2.161969,0.000000,0.000000,0.000000,0.000000
2.171969,0.000000,0.000000,0.000000,0.000000
2.181969,0.000000,0.000000,0.000000,0.000000
2.191969,0.000000,0.000000,0.000000,0.000000
2.201969,0.000000,0.000000,0.000000,0.000000
2.211969,0.000000,0.000000,0.000000,0.000000
2.221969,0.000000,0.000000,0.000000,0.000000
2.231969,0.000000,0.000000,0.000000,0.000000
2.241969,0.000000,0.000000,0.000000,0.000000
2.251969,0.000000,0.000000,0.000000,0.000000
2.261969,0.000000,0.000000,0.000000,0.000000
2.271969,0.000000,0.000000,0.000000,0.000000
2.281969,0.000000,0.000000,0.000000,0.000000
2.291969,0.000000,0.000000,0.000000,0.000000
2.301969,0.000000,0.000000,0.000000,0.000000
